,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Year
52,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11233,14239,2024
53,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20007,21077,2024
54,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,12900,16430,2024
55,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),23662,23698,2024
56,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9968,12562,2024
57,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20688,22150,2024
58,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1803,3118,2024
59,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6049,6725,2024
60,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3222,3918,2024
61,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7110,9188,2024
62,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4772,6909,2024
63,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11796,12842,2024
64,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9089,10475,2024
65,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19986,20153,2024
66,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6947,9734,2024
67,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18047,19060,2024
68,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3677,4849,2024
69,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8216,9733,2024
70,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1689,2221,2024
71,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3550,5060,2024
72,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,2629,3646,2024
73,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),6656,6847,2024
74,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2666,4169,2024
75,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6862,9424,2024
76,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,27,116,2024
77,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),39,556,2024
78,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,128,204,2024
79,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),958,1061,2024
80,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,382,625,2024
81,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1411,1826,2024
82,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,646,810,2024
83,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2019,2462,2024
84,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1898,2707,2024
85,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5632,6523,2024
86,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,890,1194,2024
87,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2128,3381,2024
88,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1845,2560,2024
89,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4087,7030,2024
90,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2422,3797,2024
91,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8280,9743,2024
92,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,118,332,2024
93,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),824,1240,2024
94,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,339,417,2024
95,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),1433,1644,2024
96,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1225,1782,2024
97,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3748,5487,2024
98,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2452,3089,2024
99,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7335,9018,2024
100,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4352,6102,2024
101,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9820,12551,2024
102,Indian Institute  of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7109,7913,2024
103,Indian Institute  of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15679,16378,2024
104,Indian Institute  of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8296,9773,2024
105,Indian Institute  of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16460,18217,2024
106,Indian Institute  of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,823,1389,2024
107,Indian Institute  of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3499,4698,2024
108,Indian Institute  of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2359,3818,2024
109,Indian Institute  of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5167,8297,2024
110,Indian Institute  of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5765,7612,2024
111,Indian Institute  of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13790,15115,2024
112,Indian Institute  of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1591,2180,2024
113,Indian Institute  of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4905,5064,2024
114,Indian Institute  of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4946,6812,2024
115,Indian Institute  of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12137,14123,2024
116,Indian Institute  of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8299,10894,2024
117,Indian Institute  of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18413,19770,2024
118,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5666,6640,2024
119,Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10683,10970,2024
120,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2716,4745,2024
121,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10505,11444,2024
122,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5515,10770,2024
123,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15669,19903,2024
124,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,10069,12893,2024
125,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),20374,22024,2024
126,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,16634,20427,2024
127,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only (including Supernumerary),20942,24653,2024
128,Indian Institute  of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,467,898,2024
129,Indian Institute  of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2604,2630,2024
130,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5505,7972,2024
131,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14147,15493,2024
132,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3905,4848,2024
133,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8646,11646,2024
134,Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,7869,12488,2024
135,Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),18426,19077,2024
136,Indian Institute  of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4902,6992,2024
137,Indian Institute  of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12769,15388,2024
138,Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,226,415,2024
139,Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1172,1661,2024
140,Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,3176,5263,2024
141,Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),6763,10746,2024
142,Indian Institute  of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1460,2016,2024
143,Indian Institute  of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4312,5599,2024
144,Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,516,1448,2024
145,Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1815,3816,2024
146,Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,9996,12413,2024
147,Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),19316,20680,2024
148,Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2915,4364,2024
149,Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7214,10726,2024
150,Indian Institute  of Technology Kharagpur,"Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2022,2481,2024
151,Indian Institute  of Technology Kharagpur,"Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6373,6582,2024
152,Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4649,6067,2024
153,Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12350,12933,2024
154,Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,971,1329,2024
155,Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),3514,3957,2024
156,Indian Institute  of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2160,3613,2024
157,Indian Institute  of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6783,10732,2024
158,Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5472,7104,2024
159,Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12914,15082,2024
160,Indian Institute  of Technology Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7431,10218,2024
161,Indian Institute  of Technology Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16126,19143,2024
162,Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7876,9098,2024
163,Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16598,17790,2024
164,Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,2957,9672,2024
165,Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),14639,17600,2024
166,Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,685,875,2024
167,Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2214,2840,2024
168,Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6579,8493,2024
169,Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15656,15954,2024
170,Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6015,8524,2024
171,Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14833,15214,2024
172,Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4229,5757,2024
173,Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10591,11897,2024
174,Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7053,7898,2024
175,Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12882,16049,2024
176,Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1046,1790,2024
177,Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4462,5158,2024
178,Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,431,656,2024
179,Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1709,1809,2024
180,Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1022,2105,2024
181,Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3084,4344,2024
182,Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1570,2147,2024
183,Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4056,4434,2024
184,Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3442,4932,2024
185,Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11250,12055,2024
