institute,branch,seat_type,gender,or,cr,year,course,course_id
Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,1393,2565,2025,"Indian Institute  of Technology Delhi_Engineering Physics (4 Years, Bachelor of Technology)",40
Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2499,3736,2025,"Indian Institute  of Technology Delhi_Materials Engineering (4 Years, Bachelor of Technology)",291
Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,157,323,2025,"Indian Institute  of Technology Delhi_Mathematics and Computing (4 Years, Bachelor of Technology)",41
Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,325,355,2025,"Indian Institute  of Technology Delhi_Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",42
Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1156,1862,2025,"Indian Institute  of Technology Delhi_Mechanical Engineering (4 Years, Bachelor of Technology)",43
Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1988,3223,2025,"Indian Institute  of Technology Delhi_Production and Industrial Engineering (4 Years, Bachelor of Technology)",44
Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",OPEN,neutral,5015,5733,2025,"Indian Institute  of Technology Delhi_Textile Technology (4 Years, Bachelor of Technology)",45
Indian Institute  of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7246,8824,2025,"Indian Institute  of Technology Indore_Chemical Engineering (4 Years, Bachelor of Technology)",345
Indian Institute  of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9004,10641,2025,"Indian Institute  of Technology Indore_Civil Engineering (4 Years, Bachelor of Technology)",46
Indian Institute  of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,952,1775,2025,"Indian Institute  of Technology Indore_Computer Science and Engineering (4 Years, Bachelor of Technology)",47
Indian Institute  of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2390,3723,2025,"Indian Institute  of Technology Indore_Electrical Engineering (4 Years, Bachelor of Technology)",48
Indian Institute  of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,5236,8299,2025,"Indian Institute  of Technology Indore_Engineering Physics (4 Years, Bachelor of Technology)",346
Indian Institute  of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,1751,2099,2025,"Indian Institute  of Technology Indore_Mathematics and Computing (4 Years, Bachelor of Technology)",347
Indian Institute  of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4522,7545,2025,"Indian Institute  of Technology Indore_Mechanical Engineering (4 Years, Bachelor of Technology)",49
Indian Institute  of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,neutral,8439,11274,2025,"Indian Institute  of Technology Indore_Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",50
Indian Institute  of Technology Indore,"Space Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5679,7419,2025,"Indian Institute  of Technology Indore_Space Science and Engineering (4 Years, Bachelor of Technology)",400
Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3830,4872,2025,"Indian Institute  of Technology Kharagpur_Aerospace Engineering (4 Years, Bachelor of Technology)",51
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6545,11111,2025,"Indian Institute  of Technology Kharagpur_Agricultural and Food Engineering (4 Years, Bachelor of Technology)",53
Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",OPEN,neutral,11734,13685,2025,"Indian Institute  of Technology Kharagpur_Applied Geology (4 Years, Bachelor of Science)",301
Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,neutral,9970,19141,2025,"Indian Institute  of Technology Kharagpur_Architecture  (5 Years, Bachelor of Architecture)",56
Indian Institute  of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,461,953,2025,"Indian Institute  of Technology Kharagpur_Artificial Intelligence (4 Years, Bachelor of Technology)",370
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6774,9224,2025,"Indian Institute  of Technology Kharagpur_Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",57
Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4379,5222,2025,"Indian Institute  of Technology Kharagpur_Chemical Engineering (4 Years, Bachelor of Technology)",59
Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,11214,12321,2025,"Indian Institute  of Technology Kharagpur_Chemistry (4 Years, Bachelor of Science)",302
Indian Institute  of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6188,7774,2025,"Indian Institute  of Technology Kharagpur_Civil Engineering (4 Years, Bachelor of Technology)",62
Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,238,466,2025,"Indian Institute  of Technology Kharagpur_Computer Science and Engineering (4 Years, Bachelor of Technology)",64
Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,3681,6063,2025,"Indian Institute  of Technology Kharagpur_Economics (4 Years, Bachelor of Science)",303
Indian Institute  of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1492,1985,2025,"Indian Institute  of Technology Kharagpur_Electrical Engineering (4 Years, Bachelor of Technology)",67
Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,419,1485,2025,"Indian Institute  of Technology Kharagpur_Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",69
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OPEN,neutral,11359,12443,2025,"Indian Institute  of Technology Kharagpur_Exploration Geophysics (4 Years, Bachelor of Science)",304
Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2873,4329,2025,"Indian Institute  of Technology Kharagpur_Industrial and Systems Engineering (4 Years, Bachelor of Technology)",72
Indian Institute  of Technology Kharagpur,"Instrumentation Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2077,2741,2025,"Indian Institute  of Technology Kharagpur_Instrumentation Engineering (4 Years, Bachelor of Technology)",74
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5124,6547,2025,"Indian Institute  of Technology Kharagpur_Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",75
Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",OPEN,neutral,519,1336,2025,"Indian Institute  of Technology Kharagpur_Mathematics and Computing (4 Years, Bachelor of Science)",305
Indian Institute  of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2773,4016,2025,"Indian Institute  of Technology Kharagpur_Mechanical Engineering (4 Years, Bachelor of Technology)",78
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5552,7708,2025,"Indian Institute  of Technology Kharagpur_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",80
Indian Institute  of Technology Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,neutral,7833,10765,2025,"Indian Institute  of Technology Kharagpur_Mining Engineering  (4 Years, Bachelor of Technology)",82
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",OPEN,neutral,7465,10074,2025,"Indian Institute  of Technology Kharagpur_Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",85
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",OPEN,neutral,7367,10939,2025,"Indian Institute  of Technology Kharagpur_Physics (4 Years, Bachelor of Science)",306
Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,690,861,2025,"Indian Institute  of Technology Hyderabad_Artificial Intelligence (4 Years, Bachelor of Technology)",282
Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4950,8376,2025,"Indian Institute  of Technology Hyderabad_Biomedical Engineering (4 Years, Bachelor of Technology)",292
Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OPEN,neutral,5421,9378,2025,"Indian Institute  of Technology Hyderabad_Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",307
Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4432,5756,2025,"Indian Institute  of Technology Hyderabad_Chemical Engineering (4 Years, Bachelor of Technology)",89
Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5850,8698,2025,"Indian Institute  of Technology Hyderabad_Civil Engineering (4 Years, Bachelor of Technology)",90
Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1368,1866,2025,"Indian Institute  of Technology Hyderabad_Computational Engineering (4 Years, Bachelor of Technology)",308
Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,339,673,2025,"Indian Institute  of Technology Hyderabad_Computer Science and Engineering (4 Years, Bachelor of Technology)",91
Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,848,1900,2025,"Indian Institute  of Technology Hyderabad_Electrical Engineering (4 Years, Bachelor of Technology)",92
Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OPEN,neutral,1644,1895,2025,"Indian Institute  of Technology Hyderabad_Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",323
Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,3332,4686,2025,"Indian Institute  of Technology Hyderabad_Engineering Physics (4 Years, Bachelor of Technology)",93
Indian Institute  of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",OPEN,neutral,2225,3272,2025,"Indian Institute  of Technology Hyderabad_Engineering Science (4 Years, Bachelor of Technology)",94
Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",OPEN,neutral,7757,10043,2025,"Indian Institute  of Technology Hyderabad_Industrial Chemistry (4 Years, Bachelor of Technology)",309
Indian Institute  of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6084,7604,2025,"Indian Institute  of Technology Hyderabad_Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",95
Indian Institute  of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,771,1015,2025,"Indian Institute  of Technology Hyderabad_Mathematics and Computing (4 Years, Bachelor of Technology)",242
Indian Institute  of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2837,4443,2025,"Indian Institute  of Technology Hyderabad_Mechanical Engineering (4 Years, Bachelor of Technology)",96
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,neutral,3049,4212,2025,"Indian Institute  of Technology Jodhpur_Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",293
Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,13106,15278,2025,"Indian Institute  of Technology Jodhpur_Bio Engineering (4 Years, Bachelor of Technology)",283
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9595,11626,2025,"Indian Institute  of Technology Jodhpur_Chemical Engineering (4 Years, Bachelor of Technology)",294
Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",OPEN,neutral,14939,18310,2025,"Indian Institute  of Technology Jodhpur_Chemistry with Specialization (4 Years, Bachelor of Science)",324
Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11662,14301,2025,"Indian Institute  of Technology Jodhpur_Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",295
Indian Institute  of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2269,2918,2025,"Indian Institute  of Technology Jodhpur_Computer Science and Engineering (4 Years, Bachelor of Technology)",97
Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5270,6824,2025,"Indian Institute  of Technology Jodhpur_Electrical Engineering (4 Years, Bachelor of Technology)",98
Indian Institute  of Technology Jodhpur,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4392,6228,2025,"Indian Institute  of Technology Jodhpur_Electronics Engineering (4 Years, Bachelor of Technology)",401
